restname,address_x
Au Bercail,"6 rue de Maubeuge, 75009 Paris France"
shine garden St-Martin,"324 rue Saint Martin, 75003 Paris France"
Obami,"25 rue Quentin Bauchart, 75008 Paris France"
Brasserie Le Milan,"24 rue de Milan, 75009 Paris France"
Simon's Ice Bar,"69 B rue Riquet Ice Bar, 75018 Paris France"
Birdy,"69 Av. Kleber, 75116 Paris France"
Takuya Sushi,"97 rue Lemercier, 75017 Paris France"
Le Bayadere,"38 rue de Berri, 75008 Paris France"
Le DZ,"8 rue des Acacias, 75017 Paris France"
Restaurant Thai la Geode,"145 avenue Jean Jaures, 75019 Paris France"
Volare,"12 Rue Reaumur, 75003 Paris France"
HB,"50 rue Mstislav Rostropovitch, 75017 Paris France"
Cafe Honore,"46 rue de Clery Angle Rue de Clery Et Rue des Petits Carreaux, 75002 Paris France"
Yokohama,"31 rue des Petits Champs, 75001 Paris France"
"Restaurant "" Le Bosphore""","109 Avenue d Italie, 75013 Paris France"
L'Elysee Saint Honore,"205 rue Faubourg, 75008 Paris France"
Burger Dream,"147 rue Saint Denis, 75002 Paris France"
Costa Coffee,"Gare Paris Nord  12 rue de Dunkerque Located at level -2, in the Exchange Zone Between Rer B and Rer D, 75010 Paris France"
Basilic & Ciboulette,"66 rue de Vaugirard, 75006 Paris France"
Mister Garden,"39 rue de Chateaudun, 75009 Paris France"
Ladess Mouffetard,"8 rue Mouffetard, 75005 Paris France"
Au Cafe Du Theatre,"11 B rue Blanche, 75009 Paris France"
Chloesushi Restaurant Japonais,"80 rue d Amsterdam, 75009 Paris France"
O'Tacos,"10 AllAce Des A_pices, Montigny-Le-Bretonneux, 78180 Paris France"
Bagelstein,"101 avenue de France, 75013 Paris France"
Au Baroudeur,"1 rue Faidherbe, 75011 Paris France"
Le Reinitas ouvert,"32 rue du Temple, 75004 Paris France"
Kim Japonais Opera,"15 rue Danielle Casanova, 75001 Paris France"
La Delice Sushi,"9 rue du Faubourg Montmartre, 75009 Paris France"
Marche Pop,"77 avenue du Docteur Arnold Netter, 75012 Paris France"
"Chef, SOS Chef","244 rue de Charenton, 75012 Paris France"
Chez Enzo,"4 rue de Laborde, 75008 Paris France"
Go Johnny Go,"112 rue de Maubeuge, 75010 Paris France"
Iconik,"28bis Avenue D'italie, 75013 Paris France"
Auberge du Bonheur,"26 rue Mathis, 75019 Paris France"
PEPEGUSTO,"20 Rue de la Croix Nivert, 75015 Paris France"
Le Ribera,"66 B rue Jean de la Fontaine, 75016 Paris France"
Froufrou,"10 Place Edouard VII Théâtre Edouard VII, 75009 Paris France"
Otto,"53 bis Boulevard Arago, 75013 Paris France"
Pitaya Thai Street Food,"31 rue la Boetie, 75008 Paris France"
Le Saint-Gervais,"96 rue Vieille du Temple, 75003 Paris France"
Pizza & love,"77 rue de Mouzaia, 75019 Paris France"
Chez Meiling,"58 rue de Miromesnil, 75008 Paris France"
Cafe noir,"65, Rue Montmartre 7002, Paris France"
Yuki Sushi,"122 avenue de la Republique, 75011 Paris France"
Trusty,"1 rue Saint Philippe du Roule, 75008 Paris France"
Le Bouquet d'Auteuil,"8 rue d Auteuil, 75016 Paris France"
Cafe La liberte,"1 rue de la Gaite, 75014 Paris France"
La Gourmand'in,"9 rue Joubert, 75009 Paris France"
Chamas Burger/tacos,"128 boulevard de Clichy, 75018 Paris France"
Les Amourettes,"27 avenue de la Bourdonnais, 75007 Paris France"
Le Naguere,"66 rue Daguerre, 75014 Paris France"
Speed'zza,"60 avenue Simon Bolivar, 75019 Paris France"
Mille Grazie,"32 boulevard Pasteur, 75015 Paris France"
Le Denfert Cafe,"58 boulevard Saint Jacques, 75014 Paris France"
In The Poke,"32 rue Jean Mermoz, 75008 Paris France"
La Croissanterie,"101 rue Berger, 75001 Paris France"
Le Bateau Restaurant Le Tosca,"Port Debilly, 75116 Paris France"
Taj Mahal Paris,"14 rue Copernic, 75116 Paris France"
Le Germain & Club Paradisio,"25 rue de Buci, 75006 Paris France"
La Chaumonnerie,"22 rue des Lilas, 75019 Paris France"
A L'Angle,"2 rue Poissonniere, 75002 Paris France"
Stanley's Restaurant,"77 avenue Jean Jaures, 75019 Paris France"
Le Ballon Rouge,"17 rue Abel Gance, 75013 Paris France"
La Demesure,"43 Rue du Faubourg Montmartre, 75009 Paris France"
Asia Story Odeon,"9 rue Danton, 75006 Paris France"
Cafe de la Place,"23 rue d Odessa, 75014 Paris France"
Koh Lao,"244 Rue de la Croix Nivert, 75015 Paris France"
TAWLET,"2 rue de la Fontaine au Roi, 75011 Paris France"
Cafe George V,"120 avenue des Champs Elysees, 75008 Paris France"
Au Mathurin,"12 avenue Mathurin Moreau, 75019 Paris France"
Rosa Bonheur Buttes Chaumont,"2 route de la Cascade Parc des Buttes Chaumont, 75012 Paris France"
BigBang Marais,"20 rue des Lombards, 75004 Paris France"
Royal Luxembourg,"3 rue Gay Lussac, 75005 Paris France"
Le Commis Sert,"10 rue de Dijon Place Lachambaudie, 75012 Paris France"
Bistro 25,"25 avenue des Champs Elysees, 75008 Paris France"
LINA'S,"2 boulevard Haussmann, 75009 Paris France"
An Binh Restaurant,"93 avenue du General Leclerc Dans le Centre Commercial, 75014 Paris France"
Chef Asie,"5 rue de la Tombe Issoire 14e Arrondissement, 75014 Paris France"
Domani,"8 avenue Franklin Delano Roosevelt, 75008 Paris France"
O’Tacos Tour Eiffel,"105 boulevard de Grenelle, 75015 Paris France"
Le Metro,"92 rue de Belleville Metro Pyrenees, 75020 Paris France"
L industrie,"Angle Du 194, Avenue De Clichy, Paris France"
Aux Deux Amis,"45 rue Oberkampf 75011, 75011 Paris France"
Jour,"45 Cour Saint Emilion, 75012 Paris France"
Hippopotamus Paris Montparnasse 14E,"68 boulevard du Montparnasse, 75014 Paris France"
La Mamma Paris,"32 rue Louis Morard, 75014 Paris France"
Brasserie Flo,"Terminal 2 Area F2 Charles de Gaulle Airport, Paris France"
Bonnie,"10 Rue Agrippa d_Aubigne, 75004 Paris France"
Silencio,"142 rue Montmartre, 75002 Paris France"
Le Panoramique,"2 route de la Ferme Vincennes Hippodrome de Paris, 75012 Paris France"
Bar Le Baigneur,"55 rue Ramey, 75018 Paris France"
Le Dauphin,"20 Place Dauphine, 75001 Paris France"
Nanashi,"60 rue de Lancry, 75010 Paris France"
The Forest,75012 Paris France
PizzBurg,"99 rue Balard, 75015 Paris France"
Maison Gazelle,"2 rue Jean Mace, 75011 Paris France"
Tib's,"161 rue Manin, 75019 Paris France"
Vege Brancion,"68 rue Brancion, 75015 Paris France"
Yeko sushi,"7 rue Montorgueil 75001, 75001 Paris France"
Chez Stephane,"210 rue de Grenelle, 75007 Paris France"
La Batisse,"71 rue de Lyon, 75012 Paris France"
Sens,"23 rue de Ponthieu, 75008 Paris France"
Maison Eudes,"2 rue Girodet, 75016 Paris France"
Pizza di Roma,"49 Avenue de la Porte de Pantin, 93500 Paris France"
BBQ Cadet,"20 rue Lamartine, 75009 Paris France"
La Poketerie,"3 rue de Provence, 75009 Paris France"
Maison Lohezic (l'esprit Gourmand),"43 avenue de Saxe, 75007 Paris France"
Le Galant,"7 rue de la Cossonnerie, 75001 Paris France"
Sakura,"11 B rue Pierre Guerin, 75016 Paris France"
Le Jado,"2 rue de Sfax, 75116 Paris France"
La Ville D'aulnay,"Rue du Faubourg St-Denis, Paris France"
La Cantine Libanaise - RosaParks,"185 boulevard Macdonald, 75019 Paris France"
La Empanaderia,"Rue Marie et Louise The Asado Club, Paris France"
Nooi Belles Feuilles,"34 rue des Belles Feuilles, 75116 Paris France"
Bio Prestige,"92 boulevard des Batignolles, 75017 Paris France"
Le Kol Tov,"36 rue Blondel, 75002 Paris France"
La Terrasse Choron,"4 rue Choron, 75009 Paris France"
Au Passage des Artistes,"25 rue des 5 Diamants, 75013 Paris France"
Nikoumouk,"7 rue de Ponthieu, 75008 Paris France"
Nina Sushi,"59 rue Saint Didier, 75116 Paris France"
Amagat,"23 Villa Riberolle, 75020 Paris France"
Il Midi,"3 Rue Michel Jazy, Issy Les Moulineaux, 92130 Paris France"
Les Anemones,"41 avenue Republique 75011, Paris France"
Pomme de Pain,"82 boulevard du Montparnasse, 75014 Paris France"
Le Village,"56 rue de la Montagne Ste Genevieve, 75005 Paris France"
Petrogradb 1924,"4 rue de Miromesnil, 75008 Paris France"
Cafe Meo 7,"95 rue Saint Antoine, 75004 Paris France"
Crep'eat Les Halles Paris,"101 Porte Berger Forum Des Halles Shopping Center, 75001 Paris France"
New School Tacos,"13 boulevard des Batignolles, 75008 Paris France"
Funky Crepe,"128 rue Saint Maur, 75011 Paris France"
Royal Vesinet,"16 Rue du Marechal Foch, 78110 Paris France"
Fuxia Paris 10 -Canal St. Martin,"15 rue Jean Poulmarch, 75010 Paris France"
Boon,"30 Avenue d Italie Centre commercial Paris Italie Deux, 75013 Paris France"
Mi.K.Do Bar,"134 rue de Charonne, 75011 Paris France"
Au Bleu Cerise,"6 Cour des Petites Ecuries, 75010 Paris France"
La Casa,"114 rue de Crimee, 75019 Paris France"
Pokawa Villiers,"4 rue de Tocqueville, 75017 Paris France"
Nostrum,"26 avenue des Champs Elysees, 75008 Paris France"
La Buvette du Parc,"35 rue Leblanc, 75015 Paris France"
Ristorante National,"243, rue Saint Martin, 75003 Paris France"
Le Cafe Pierre,"2 boulevard de Magenta, 75010 Paris France"
Elgi Lafayette,"26 rue la Fayette, 75009 Paris France"
Oishi Sushi,"14 rue du Pot de Fer, 75005 Paris France"
La Maison de L'architecture en Ile-De-France,"148 rue du Faubourg Saint Martin, 75010 Paris France"
Au Virage Cafe,"11 rue de la Fidelite, 75010 Paris France"
O Saint-Honore,"97 rue du Faubourg Saint Honore, 75008 Paris France"
Aux Trois Maillets,"67 rue Saint Denis, 75001 Paris France"
La Marguerite,"32 rue de Tolbiac, 75013 Paris France"
Pizzeria Luciana,"187 rue Saint Jacques, 75005 Paris France"
Ohlala !,"4 rue Rampon, 75011 Paris France"
La Vacanciere,"10 le Port des Vanneaux, 03230 Gannay sur Loire Paris France"
La Barrique,"7 rue Beaurepaire, 75010 Paris France"
Il Caffe,"57 rue de l Arcade, 75008 Paris France"
Kong,"1 rue du Pont Neuf 1, rue du Pont Neuf, 75001 Paris France"
Kim Sushi,"25 rue de Bruxelles, 75009 Paris France"
Umee,"5 rue Boileau, 75016 Paris France"
Croque Minute,"9 rue du Mont Cenis, 75018 Paris France"
Sushi Shop,"3 avenue de Villiers, 75017 Paris France"
Le Bangou,"49 rue Marcadet, 75018 Paris France"
Dalloyau Faubourg,"101 rue du Faubourg Saint Honore, 75008 Paris France"
La Lucha Libre,"10 rue de la Montagne Ste Genevieve, 75005 Paris France"
Les 2 Pianos,"136 rue de Lourmel, 75015 Paris France"
Afrik'N'Fusion,"54 rue Jeanne d_Arc, 75013 Paris France"
Creperie Ble Noir Auguste,"88 rue Saint Martin, 75004 Paris France"
Delices d'Asie,"43 rue Poncelet A l'angle avec le 26 Rue des Renaudes, 75017 Paris France"
Le Marcory - Grillade d'Afrique,"141 rue de Crimee, 75019 Paris France"
Le Dragon D'or,"110 rue de Belleville, 75020 Paris France"
Mme Shawn,"88 rue Raymond Losserand, 75014 Paris France"
Villa Eva,"5 boulevard Victor, 75015 Paris France"
Sushi Shop,"59 rue la Boetie, 75008 Paris France"
ToyamaH,"27 rue Bayen, 75017 Paris France"
Noodle,"54 rue Sainte Anne, 75002 Paris France"
Bal Rock,"161 rue Montmartre, 75002 Paris France"
Cafe Boheme,"9 rue des Canettes 6 Eme, 75006 Paris France"
Jour,"22 rue des Capucines, 75002 Paris France"
Cafe Gustave,"23 avenue de la Bourdonnais, 75007 Paris France"
Pitaya Thai Street Food,"9 rue des Canettes, 75006 Paris France"
Ogata,"16 rue Debelleyme, 75003 Paris France"
Le Ramus,"4 avenue du Pere Lachaise, 75020 Paris France"
Japan Sushi Express,"145 rue de Vaugirard, 75015 Paris France"
Sarl Logerot boulangerie,"260 avenue Daumesnil, 75012 Paris France"
Cafe Laperouse Paris,"2 Place de la Concorde, 75008 Paris France"
Eric Kayser - Bibliotheque,"77 quai Panhard Et Levassor Bibliotheque Nationale Francois Mitterand, 75013 Paris France"
Chez Violeta,"2 rue de Cadix, 75015 Paris France"
Jungle Club Gourmet Exotique,"12 rue Quincampoix Au sous-soul, 75004 Paris France"
Le Baba Bourgeois,"5 quai de la Tournelle, 75005 Paris France"
Fred's belgian waffles and ice cream,"13 rue d Amsterdam, 75008 Paris France"
Happiness Bar,"55 rue Reaumur, 75002 Paris France"
Missada Chinese Food Cacher,"45 rue Laugier, 75017 Paris France"
Kook Haussmann,"61 boulevard Haussmann, 75008 Paris France"
Bao Burge,"277 boulevard Voltaire, 75011 Paris France"
L'Afrodisiac Restaurant,"14 rue Thorel, 75002 Paris France"
Le Tourville,"43 avenue de la Motte Picquet, 75007 Paris France"
Bedford Diner 10,"56 rue de Lancry, 75010 Paris France"
Chez Huang,"138 rue des Pyrenees, 75020 Paris France"
McDonalds,"20 boulevard de Clichy, 75018 Paris France"
Le Cosy Montparnasse,"5 boulevard de Vaugirard, 75015 Paris France"
Cafe de L'Olympia,"2 boulevard de la Madeleine, 75009 Paris France"
Le Pain des Batignolles,"64 rue des Batignolles, 75017 Paris France"
Cafe De La Poste,"110 rue du Faubourg Saint Denis, 75010 Paris France"
Rivoli Park Tavern,"216 rue de Rivoli, 75001 Paris France"
Amour de Burger,"7 rue Godot de Mauroy, 75009 Paris France"
Cafe du Temple,"14 rue du Faubourg du Temple, 75011 Paris France"
Bistrot Boetie,"3 Rue La Boetie, 75008 Paris France"
Buddy's,"343 rue des Pyrenees, 75020 Paris France"
Wang's,"310 rue de Charenton, 75012 Paris France"
Restaurant Tout Le Monde En Parle,"4 rue du Depart, 75015 Paris France"
Hall's Beer Tavern,"68 rue Saint Denis, 75001 Paris France"
L'Etage,"77 rue du Faubourg du Temple, 75010 Paris France"
Kompressor Restaurant Africain,"72 rue du Ruisseau, 75018 Paris France"
BCBG,"27 avenue Corentin Cariou, 75019 Paris France"
Restaurant Pasta Pizza & Cie,"31 quai de l Oise, 75019 Paris France"
Le Cafe de Lyon,"27 rue de Lyon, 75012 Paris France"
Antalya,"19 rue Pernety, 75014 Paris France"
Eat'n Drink,"13 rue Vernier, 75017 Paris France"
Le 138,"138 rue du Faubourg Saint Antoine, 75012 Paris France"
Aux Gourmets de Shanghai,"26 rue de Reuilly, 75012 Paris France"
Le Royal Beaubourg,"105 rue Beaubourg, 75003 Paris France"
Le Rhumel,"7 boulevard de Belleville, 75011 Paris France"
Juice Lab,"11 rue Jacob, 75006 Paris France"
Le Quai,"Quai Anatole France Port solférino, 75007 Paris France"
Le Fournil de Paris,"401 rue des Pyrenees, 75020 Paris France"
Pizza Hut,"33 rue de Tolbiac, 75013 Paris France"
Rivoli,"206 rue de Rivoli, 75001 Paris France"
Cafe Au Depart,"1 rue du Rocher, 75008 Paris France"
Cafe Ragueneau,"202 rue Saint Honore, 75001 Paris France"
Le Jardin,"21 rue de la Federation, 75015 Paris France"
Cafe at Musee d'Art Moderne,"11 avenue du President Wilson, 75116 Paris France"
Le Nilaja,"17 rue de la Forge Royale, 75011 Paris France"
Le Perchoir Porte de Versailles,"2 Avenue de la Porte de la Plaine Paris Expo Porte de Versailles, 75015 Paris France"
La Terrasse,"76 avenue de la Republique, 75011 Paris France"
L 'Epoque,"38 boulevard de Clichy, 75018 Paris France"
Le Mondial,"78 rue du Chateau D Eau, 75010 Paris France"
La Parisienne,"24 boulevard Diderot, 75012 Paris France"
Speed Rabbit Pizza,"326 rue Saint Martin, 75003 Paris France"
Bistrot Italia,"5 boulevard de Picpus, 75012 Paris France"
Au Soleil de Montmartre,"6 rue Paul Albert, 75018 Paris France"
Soho Trattoria,"33 rue Saint Jacques, 75005 Paris France"
Simba,"77 rue Leon Frot, 75011 Paris France"
Le Post,"24 rue de Vouille, 75015 Paris France"
Pansoul,"69 Port de la Rapee, 75012 Paris France"
Tonki,"11 rue Godot de Mauroy, 75009 Paris France"
Fukusushi,"12 B rue Caillaux, 75013 Paris France"
Le Monde De Lea,"9 rue de l Olive, 75018 Paris France"
Eric Kayser - Commerce,"79 rue du Commerce, 75015 Paris France"
BOULANGERIE PATISSERIE RESTAURATION LE P TIT CHEZERY,"2 Avenue Marechal Leclerc, 01200 Paris France"
Bistrot & Bouchon,"44 boulevard de Bercy, 75012 Paris France"
La Fonda Latina 2,"65 rue d Amsterdam, 75008 Paris France"
Poke House - Parly 2,"2 Avenue Charles De Gaulle 78150 Le Chesnay-rocque, 78150 Paris France"
Sequoia Rooftop Bar,"27 boulevard des Capucines, 75002 Paris France"
Le Huitieme Sud,"Franklin Roosevelt 13 rue de la Tremoille, 75008 Paris France"
Restaurant Du Collectionneur,"51 rue de Courcelles, 75008 Paris France"
Restaurant Coco,"1 Place Jacques Rouche Batiment De L’Opera, 75009 Paris France"
Turbigo Sandwich,"18 rue de Turbigo, 75002 Paris France"
Cache,"23 Villa Riberolle, 75020 Paris France"
Le Nix Nox,"6 Port de la Gare, 75013 Paris France"
Le Carre des Invalides,"129 rue de Grenelle Musée de l'Armée, 75007 Paris France"
Dalva,"48 rue d Argout, 75002 Paris France"
Aux Delices Dang,"Rue de L'Amiral Hamelin, 75116 Paris France"
Gastronomie Du Terroir,"222 rue des Pyrenees, 75020 Paris France"
Lynne,"8 rue de la Bastille, 75004 Paris France"
Jour,"59 rue la Boetie, 75008 Paris France"
Les Facultes,"110 rue d Assas, 75006 Paris France"
McDonald's,"Boulevards des Marechaux Face Au Pavillon , 4, 4 Place de la Porte de Versailles Entrée Porte A, 75015 Paris France"
Green Is Better,"179 rue du Faubourg Saint Honore, 75008 Paris France"
Bar Restaurant Le 17,"10 rue Bernard Buffet, 75017 Paris France"
Maji,"5 rue Francoise Dolto, 75013 Paris France"
Traiteur Asiatique - Jin LI,"248 rue du Faubourg Saint Antoine, 75012 Paris France"
Chez Huang Sceaux,"7 Allee des Fontaines, 92330 Paris France"
Le Paradis Du Fruit,"4 rue Saint Honore, 75001 Paris France"
Restaurant Printemps,"154 avenue de Clichy, 75017 Paris France"
Sushi Bar,"76 boulevard Diderot, 75012 Paris France"
Annam,"41 rue Pierre Fontaine, 75009 Paris France"
Bridge Club,"99 rue de la Pompe, 75116 Paris France"
Bagelstein,"106 rue du Faubourg Saint Antoine Ledru-Rollin, 75012 Paris France"
Poke Zone,"3 rue des Plantes, 75014 Paris France"
Le Petit Nakagawa,"17 rue des Gatines, 75020 Paris France"
L’Oasis du Nord,"11 rue de Dunkerque, 75010 Paris France"
Au Rendez-Vous des Belges,"23 rue de Dunkerque, 75010 Paris France"
Le Petit Poucet,"5 Place de Clichy, 75017 Paris France"
Peniche Improviste,"35 quai de l Oise, 75019 Paris France"
Le Quartz,"193 Boulevard du General Delambre, 95100 Paris France"
The Village Terrazza,"34 B rue des Plantes, 75014 Paris France"
Elgi Reaumur,"103 rue Reaumur, 75002 Paris France"
Totoo,"7 rue Jean Pierre Timbaud, 75011 Paris France"
Co'pains Toques,"15 Place de Corolles, 92400 Paris France"
Sushi Plaza,"16 rue de Tretaigne, 75018 Paris France"
Bar de la Croix Rouge,"2 Carrefour de la Croix Rouge, 75006 Paris France"
La Villa Passy,"4 impasse des Carrieres, 75016 Paris France"
Shine Garden,"90 rue d Aboukir, 75002 Paris France"
Pizza Mama,"6 rue de la Roquette, 75011 Paris France"
Lenotre,"61 rue Lecourbe, 75015 Paris France"
Ravioli Nord-est,"17 rue du Faubourg Montmartre, 75009 Paris France"
Asie House,"16 rue de Chaillot, 75116 Paris France"
Hyppopotamus,"31 rue Marie-Andree Lagroua Weill Allee, 75013 Paris France"
O'Tacos,"12 B rue Vavin, 75006 Paris France"
Pepone Cafe,"65 rue des Abbesses, 75018 Paris France"
Anamour,"14 boulevard Vincent Auriol, 75013 Paris France"
Le Village Ronsard,"47 T boulevard Saint Germain, 75005 Paris France"
Indochine House,"62 rue de Turbigo, 75003 Paris France"
Al Boustan,"37 rue Saint Didier, 75116 Paris France"
Bonheur d’Asie Paris,"50 rue de la Glaciere, 75013 Paris France"
Roux Daniel,"92 rue Pelleport, 75020 Paris France"
Starbucks,"1 Cour de Rome Centre Commercial Saint Lazare, 75008 Paris France"
Jour,"2 Passage de l'Arche, 92800 Paris France"
Ridder - Cafe,"1 rue de Ridder, 75014 Paris France"
Les Magnolias,"104 route de la Pyramide, 75012 Paris France"
La Consigne,"4 rue du 8 Mai 1945, 75010 Paris France"
Le Fontenoy,"20 rue Eugene Sue, 75018 Paris France"
Muki Sushi,"9 rue de Lyon, 75012 Paris France"
Le Laffitte,"43 rue Laffitte, 75009 Paris France"
La Villa K,"14 rue Gustave Courbet, 75116 Paris France"
L'Arrivee,"14 boulevard de l Hopital, 75005 Paris France"
Juice Lab,"8 rue de la Vrilliere, 75001 Paris France"
O'Tacos,"44 rue d Hautpoul, 75019 Paris France"
Dnj Cafe,"24 rue du Javelot 24 rue du Javelot, 75013, Paris, Île-de-France, 75013 Paris France"
Chez Clara,"6 Place Albert Kahn, 75018 Paris France"
Jour,"102 Rue Gallieni, 92200 Paris France"
La Maison du Bagel Aboukir,"132 rue d Aboukir, 75002 Paris France"
La petanque,"40 rue Etienne Dolet, 75020 Paris France"
Havane Cafe,"70 boulevard Auguste Blanqui, 75013 Paris France"
Les P'tites Poules,"9 Cour des Petites Ecuries, 75010 Paris France"
Ben & Jerry's,"4 rue Caulaincourt, 75018 Paris France"
